City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
474,Cabedelo,BR,-6.9811,-34.8339,86.67,69,100,11.97,overcast clouds
475,Amapa,BR,1.0,-52.0,79.3,83,100,0.85,overcast clouds
476,Alta Floresta,BR,-9.8756,-56.0861,78.62,83,75,6.91,broken clouds
477,Banda,IN,25.4833,80.3333,83.37,23,9,7.05,clear sky
478,Lahan,NP,26.7296,86.4951,77.72,21,0,2.59,clear sky
479,Anadyr,RU,64.75,177.4833,-5.3,65,0,2.24,clear sky
480,Lardos,GR,36.0942,28.0157,67.82,76,3,8.84,clear sky
481,Lasa,IT,46.6166,10.7002,46.69,66,86,9.64,overcast clouds
482,Nuevo Progreso,MX,23.1667,-97.95,80.47,67,100,3.0,overcast clouds
483,Itanagar,IN,27.1,93.6167,62.22,92,28,4.47,scattered clouds
484,Ayolas,PY,-27.4,-56.9,86.11,29,0,6.44,clear sky
485,Pangoa,PE,-12.1167,-73.0,76.24,74,100,1.9,overcast clouds
486,San Angelo,US,31.4638,-100.437,52.02,58,100,13.8,overcast clouds
487,Kabul,AF,34.5,69.4167,54.7,59,90,5.14,overcast clouds
488,Cotonou,BJ,6.3654,2.4183,85.98,70,40,10.36,scattered clouds
489,Dogondoutchi,NE,13.6393,4.0287,100.6,8,75,6.24,broken clouds
490,Plaster Rock,CA,46.9065,-67.39,36.95,95,92,3.71,overcast clouds
491,Quelimane,MZ,-17.8786,36.8883,82.35,74,40,13.0,scattered clouds
492,Gimli,CA,50.6336,-96.9907,5.02,61,23,4.61,few clouds
493,Husavik,IS,66.0449,-17.3389,29.82,89,100,15.37,snow
494,Temir,KZ,49.1414,57.13,55.54,37,20,10.4,few clouds
495,Luena,AO,-11.7833,19.9167,67.33,87,100,4.83,light rain
496,Pergamino,AR,-33.89,-60.5736,75.18,45,0,11.52,clear sky
497,Mashhad,IR,36.297,59.6062,68.14,45,100,6.91,overcast clouds
498,Tabasco,MX,18.0,-92.6667,86.07,80,1,4.7,clear sky
499,Conde,BR,-7.2597,-34.9075,85.46,58,75,14.97,broken clouds
500,Kyabe,TD,9.4515,18.9449,100.56,11,78,0.94,broken clouds
501,Nanning,CN,22.8167,108.3167,61.25,75,100,3.44,overcast clouds
502,Agirish,RU,61.9247,63.0231,24.46,96,100,10.98,snow
503,Daru,PG,-9.0763,143.2092,80.15,87,100,9.62,overcast clouds
504,Tokur,RU,53.1333,132.9,11.21,98,99,3.02,overcast clouds
505,Ca Mau,VN,9.1769,105.15,79.95,78,2,6.17,clear sky
506,Cap-Aux-Meules,CA,47.3821,-61.8597,32.05,100,100,13.8,overcast clouds
507,Abu Samrah,SY,35.3029,37.1841,59.11,67,6,11.45,clear sky
508,Impfondo,CG,1.6381,18.0667,83.12,60,95,2.37,light rain
509,Ammon,US,43.4696,-111.9666,23.52,87,100,3.44,overcast clouds
510,Aykino,RU,62.2248,49.9922,23.0,94,100,12.44,light snow
511,Puerto Madryn,AR,-42.7692,-65.0385,86.31,19,51,23.85,broken clouds
512,Huainan,CN,32.6264,116.9969,51.67,68,3,6.46,clear sky
513,Sitka,US,57.0531,-135.33,33.69,69,0,0.0,clear sky
514,Goderich,CA,43.7501,-81.7165,37.9,87,100,8.05,overcast clouds
515,Maragogi,BR,-9.0122,-35.2225,83.7,66,23,9.89,few clouds
516,Balkanabat,TM,39.5108,54.3671,69.46,31,96,7.31,overcast clouds
517,Nanortalik,GL,60.1432,-45.2371,32.18,67,2,1.99,clear sky
518,Smirnykh,RU,49.75,142.8333,21.06,91,100,5.35,overcast clouds
519,Kurumkan,RU,54.3,110.3,31.06,93,94,4.7,light snow
520,Jatai,BR,-17.8814,-51.7144,85.51,43,1,3.36,clear sky
521,Bintulu,MY,3.1667,113.0333,79.21,89,20,1.14,few clouds
522,Robertsport,LR,6.7533,-11.3686,81.88,71,100,11.95,overcast clouds
523,Nizhniy Lomov,RU,53.5304,43.6766,44.71,86,100,7.56,overcast clouds
524,Iskele,TR,39.484,26.9278,69.89,43,20,14.97,few clouds
525,Adilcevaz,TR,38.8039,42.7342,43.27,87,100,0.89,overcast clouds
526,Solec Kujawski,PL,53.0837,18.2257,39.58,43,40,19.57,scattered clouds
527,Chipinge,ZW,-20.1883,32.6236,61.32,97,90,7.81,light rain
528,Seddon,AU,-37.8068,144.8916,64.31,93,75,0.0,broken clouds
529,Craig,US,40.5153,-107.5464,20.82,72,0,4.61,clear sky
530,Palasa,IN,18.7667,84.4167,79.47,87,41,7.07,scattered clouds
531,Lumphat,KH,13.4878,106.9816,80.37,66,89,9.26,overcast clouds
532,Cabanas,CU,22.9758,-82.9219,86.11,51,8,6.51,clear sky
533,Puro,PH,12.4841,123.3827,79.39,82,31,9.48,scattered clouds
534,Adrar,MR,20.5022,-10.0711,95.58,7,0,11.61,clear sky
535,Grindavik,IS,63.8424,-22.4338,33.75,64,20,13.8,few clouds
536,Kurilsk,RU,45.2333,147.8833,29.64,94,99,22.26,light snow
537,Taua,BR,-5.9667,-40.3,83.3,64,92,9.06,overcast clouds
538,Merauke,ID,-8.4667,140.3333,79.11,88,100,10.09,overcast clouds
539,Honiara,SB,-9.4333,159.95,77.65,90,99,4.74,overcast clouds
540,Kuryk,KZ,43.2,51.65,55.67,61,100,6.11,overcast clouds
541,Koumac,NC,-20.5667,164.2833,77.18,88,68,12.3,broken clouds
542,Mayo,US,38.8876,-76.5119,64.72,71,100,9.22,overcast clouds
543,Guerrero Negro,MX,27.9769,-114.0611,59.79,64,40,2.42,scattered clouds
544,Moroto,UG,2.5345,34.6666,73.26,59,97,9.93,overcast clouds
545,Yashkul,RU,46.1711,45.3435,53.01,82,100,4.5,light rain
546,Celestun,MX,20.8667,-90.4,83.95,58,40,10.07,scattered clouds
547,Verkh-Usugli,RU,52.7,115.1667,19.38,94,12,3.44,few clouds
548,Mehriz,IR,31.5917,54.4318,64.9,35,50,11.27,scattered clouds
549,Erenhot,CN,43.6475,111.9767,41.32,26,0,6.2,clear sky
550,Noumea,NC,-22.2763,166.4572,80.01,99,82,8.12,broken clouds
551,Springfield,US,37.2153,-93.2982,45.0,71,20,10.36,few clouds
552,Turkistan,KZ,43.0,68.0,64.81,23,0,20.29,clear sky
553,Trusesti,RO,47.7667,27.0167,53.62,47,100,17.0,overcast clouds
554,Xichang,CN,27.8964,102.2634,49.66,86,95,3.96,overcast clouds
555,Bahia Blanca,AR,-38.7196,-62.2724,77.83,38,0,20.0,clear sky
556,Zacualpan,MX,21.25,-105.1667,67.62,43,98,2.71,overcast clouds
557,Urumqi,CN,43.801,87.6005,49.15,40,8,13.42,clear sky
558,Padang,ID,-0.9492,100.3543,82.45,88,85,3.87,moderate rain
559,Rajapur,IN,25.3833,81.15,82.06,24,11,6.24,few clouds
560,Sorong,ID,-0.8833,131.25,79.2,83,99,6.87,moderate rain
561,Safford,US,32.834,-109.7076,53.11,41,0,3.44,clear sky
562,Lagos,NG,6.5833,3.75,89.92,61,99,6.64,overcast clouds
563,Ust-Tsilma,RU,65.441,52.1498,13.91,95,93,4.7,overcast clouds
564,Kuala Terengganu,MY,5.3302,103.1408,82.35,83,20,3.44,few clouds
565,Wasilla,US,61.5814,-149.4394,29.84,56,100,0.0,overcast clouds
566,Waddan,LY,29.1614,16.139,85.17,10,0,1.61,clear sky
567,High Level,CA,58.5169,-117.136,8.71,61,75,3.44,light snow
568,Imeni Babushkina,RU,59.7573,43.1285,31.86,96,100,6.13,light snow
569,Iaciara,BR,-14.0958,-46.6317,87.39,46,62,3.76,broken clouds
570,Raudeberg,NO,61.9875,5.1352,38.95,68,5,11.39,clear sky
571,Port Hedland,AU,-20.3167,118.5667,80.65,94,98,4.61,overcast clouds
572,Viedma,AR,-40.8135,-62.9967,79.52,28,0,25.64,clear sky
573,Jimenez,MX,28.3333,-105.4,68.63,15,53,3.74,broken clouds
574,Gwadar,PK,25.1216,62.3254,75.83,71,36,6.85,scattered clouds
575,San Luis,AR,-33.295,-66.3356,78.6,45,54,20.13,broken clouds
576,Manuk Mangkaw,PH,4.8,119.85,81.9,80,100,8.39,overcast clouds
577,Yenagoa,NG,4.9247,6.2642,86.41,65,100,2.19,moderate rain
578,Turukhansk,RU,65.8167,87.9833,9.68,93,100,23.0,light snow
579,Bisira,PA,8.5196,-81.7115,73.71,54,63,5.48,broken clouds
580,Bouna,CI,9.2667,-3.0,95.76,30,100,1.77,overcast clouds
581,Cap Malheureux,MU,-19.9842,57.6142,78.48,77,8,1.99,clear sky
582,Hofn,IS,64.2539,-15.2082,35.62,51,20,17.27,few clouds
583,Sur,OM,22.5667,59.5289,83.95,47,84,14.09,broken clouds
584,Rudsar,IR,37.1376,50.288,60.78,76,99,0.34,light rain
585,Jalu,LY,29.0331,21.5482,78.73,18,0,7.43,clear sky
586,Domoni,KM,-12.2569,44.5319,79.43,87,46,5.19,moderate rain
587,Grand Baie,MU,-20.0182,57.5802,81.07,77,11,1.99,few clouds
588,Severo-Kurilsk,RU,50.6789,156.125,32.4,99,100,21.03,snow
589,Erzin,TR,36.9559,36.2,57.45,90,69,6.69,broken clouds
590,Sobolevo,RU,54.4299,31.8996,41.92,72,56,5.75,broken clouds
591,Sao Domingos,BR,-13.3983,-46.3183,86.52,48,52,4.65,broken clouds
592,Nago,JP,26.5881,127.9761,64.83,70,100,10.87,overcast clouds
593,Verkhnetulomskiy,RU,68.6073,31.7962,19.53,96,94,3.24,overcast clouds
594,Nome,US,64.5011,-165.4064,17.67,93,40,5.75,scattered clouds
595,Kangaatsiaq,GL,68.3065,-53.4641,3.69,91,99,4.12,overcast clouds
596,Tanout,NE,14.9709,8.8879,91.42,8,89,7.2,overcast clouds
597,Ngorongoro,TZ,-3.2397,35.4875,57.47,83,69,2.62,light rain
598,Malanje,AO,-9.5402,16.341,67.3,95,100,3.15,moderate rain
599,Susaki,JP,33.3667,133.2833,51.87,71,86,5.59,overcast clouds
600,Borovoy,RU,55.4333,86.0833,36.68,100,100,8.95,overcast clouds
601,Tahlequah,US,35.9154,-94.97,51.08,50,0,8.05,clear sky
602,Qeshm,IR,26.9581,56.2719,78.69,70,10,9.22,clear sky
603,Giyani,ZA,-23.3025,30.7187,69.58,61,100,11.05,overcast clouds
604,Oudtshoorn,ZA,-33.5907,22.2014,61.16,29,68,4.63,broken clouds
605,Forest,US,37.3638,-79.2897,62.04,55,100,8.05,overcast clouds
606,Nchelenge,ZM,-9.3451,28.734,71.96,85,93,11.61,light rain
607,Tabas,IR,33.5959,56.9244,66.31,49,68,3.76,light rain
608,Vaijapur,IN,19.9167,74.7333,81.14,28,99,11.65,overcast clouds
609,Arys,KZ,42.4252,68.795,61.63,41,1,10.36,clear sky
610,Mission Viejo,US,33.6,-117.672,60.89,58,90,1.99,overcast clouds
611,Sorab,IN,14.3833,75.1,72.12,56,51,5.01,broken clouds
612,Diffa,NE,13.3154,12.6113,90.37,10,98,11.23,overcast clouds
613,Lyuban,BY,52.7985,28.0048,45.61,87,100,3.53,overcast clouds
614,Kenai,US,60.5544,-151.2583,28.15,71,100,0.0,overcast clouds
615,Saint-Joseph,RE,-21.3667,55.6167,77.38,79,35,6.98,scattered clouds
616,Yarensk,RU,62.1675,49.0916,24.08,94,100,11.54,light snow
617,Mubi,NG,10.2676,13.2644,93.83,10,68,7.43,broken clouds
618,Bako,ET,5.7833,36.5667,68.16,76,43,1.7,scattered clouds
619,Nhulunbuy,AU,-12.2333,136.7667,77.61,83,41,4.61,scattered clouds
620,Belyy Yar,RU,53.6039,91.3903,44.49,56,0,4.47,clear sky
621,Auki,SB,-8.7676,160.7034,77.72,88,89,4.9,overcast clouds
622,Vanavara,RU,60.34,102.2797,32.76,97,100,14.38,light snow
623,Tomakivka,UA,47.8157,34.7414,55.26,47,41,4.88,scattered clouds
624,Yangjiang,CN,21.85,111.9667,64.06,88,100,8.03,overcast clouds
625,Bara,NG,10.3744,10.7288,97.88,8,99,8.9,overcast clouds
626,Elizabeth City,US,36.2946,-76.2511,67.01,97,100,10.36,overcast clouds
627,Borzya,RU,50.3833,116.5167,13.51,97,49,2.95,scattered clouds
628,Nhamunda,BR,-2.1861,-56.7131,79.2,87,99,4.14,overcast clouds
629,Kibala,TD,9.1104,18.3463,100.35,9,56,4.61,broken clouds
630,Muroto,JP,33.2833,134.15,56.41,66,100,7.0,overcast clouds
631,Shergarh,IN,28.65,79.35,72.73,33,0,8.34,clear sky
632,Rio Grande,BR,-32.035,-52.0986,82.51,51,1,6.96,clear sky
633,Copiapo,CL,-27.3667,-70.3333,62.29,44,0,6.89,clear sky
634,Ambilobe,MG,-13.2,49.05,76.37,90,79,2.33,light rain
635,Komsomolskiy,UZ,40.4272,71.7189,57.92,47,48,2.3,scattered clouds
636,Trencin,SK,48.8333,18.25,37.36,67,100,17.74,overcast clouds
637,Elizabethtown,US,37.694,-85.8591,58.59,65,75,5.75,broken clouds
638,Kichera,RU,55.9375,110.0997,34.45,98,100,10.8,snow
639,Toguchin,RU,55.2353,84.3858,34.68,98,100,10.38,overcast clouds
640,Tototlan,MX,20.55,-102.8,76.32,18,74,2.75,broken clouds
641,Praia,CV,14.9215,-23.5087,82.94,57,0,5.75,clear sky
642,Sikonge,TZ,-5.6333,32.7667,67.3,94,99,4.59,moderate rain
643,Mehamn,NO,71.0357,27.8492,26.55,74,75,13.8,broken clouds
644,Sisophon,KH,13.5859,102.9737,84.09,61,26,7.94,scattered clouds
645,Keti Bandar,PK,24.1447,67.4497,76.89,65,1,16.49,clear sky
646,Sungaipenuh,ID,-2.0833,101.3833,67.6,98,96,1.25,overcast clouds
647,Payakumbuh,ID,-0.2202,100.6308,71.8,97,52,2.33,moderate rain
648,Druzhba,UA,52.0428,33.9453,47.88,57,16,1.7,few clouds
649,Comrat,MD,46.3003,28.6572,56.16,43,100,22.12,overcast clouds
650,Thessalon,CA,46.2501,-83.5666,34.09,72,45,7.31,scattered clouds
651,Nogales,MX,31.3086,-110.9422,52.43,36,0,0.0,clear sky
652,Ashington,GB,50.9331,-0.3909,53.2,59,0,10.36,clear sky
653,Kruisfontein,ZA,-34.0033,24.7314,63.88,61,23,18.63,few clouds
654,Morondava,MG,-20.2833,44.2833,81.23,79,88,15.03,overcast clouds
655,Changji,CN,44.0167,87.3167,52.59,40,45,13.42,scattered clouds
656,Moses Lake,US,47.1301,-119.2781,38.48,61,40,4.72,scattered clouds
657,Hachinohe,JP,40.5,141.5,36.72,77,4,6.02,clear sky
658,Port Blair,IN,11.6667,92.75,82.44,74,40,2.3,mist
659,Mount Gambier,AU,-37.8333,140.7667,52.63,94,38,3.13,scattered clouds
660,Saint-Pierre,RE,-21.3393,55.4781,78.48,73,23,6.91,few clouds
661,Ilulissat,GL,69.2167,-51.1,1.18,88,29,0.83,scattered clouds
662,Puerto Ayacucho,VE,5.6639,-67.6236,96.17,36,19,2.08,few clouds
663,Mineiros,BR,-17.5694,-52.5511,84.47,47,4,2.33,clear sky
664,Serra Talhada,BR,-7.9919,-38.2983,87.42,42,49,8.66,scattered clouds
665,Nuuk,GL,64.1835,-51.7216,23.88,79,2,15.01,clear sky
666,Dolores,AR,-36.3132,-57.6792,78.75,30,3,12.64,clear sky
667,Songea,TZ,-10.6833,35.65,68.58,92,96,3.44,overcast clouds
668,Igarka,RU,67.4667,86.5833,-2.61,89,100,18.48,overcast clouds
669,Sosua,DO,19.7667,-70.5167,85.98,69,20,11.5,few clouds
670,Zhicheng,CN,30.2956,111.5047,54.01,65,51,3.33,broken clouds
671,Mattru,SL,7.6244,-11.8332,92.39,40,99,5.03,overcast clouds
672,Bedi,IN,22.5,70.05,76.55,72,0,17.45,clear sky
673,Ewa Beach,US,21.3156,-158.0072,70.99,87,20,4.0,few clouds
674,Tahta,EG,26.7693,31.5021,78.28,15,0,8.97,clear sky
675,Knyaze-Volkonskoye,RU,48.4642,135.4567,28.74,73,8,5.66,clear sky
676,Kupang,ID,-10.1667,123.5833,78.31,84,91,6.22,overcast clouds
677,Anori,BR,-3.7728,-61.6442,81.55,83,83,2.37,broken clouds
678,Yiyang,CN,28.5892,112.3283,51.82,74,100,0.81,overcast clouds
679,Ninotsminda,GE,41.2646,43.5916,33.98,94,100,4.25,overcast clouds
680,Buraydah,SA,26.326,43.975,75.65,43,65,5.26,broken clouds
681,Lobito,AO,-12.3481,13.5456,80.28,80,87,6.06,light rain
682,Blois,FR,47.5833,1.3333,52.18,56,100,5.88,overcast clouds
683,Dingzhou,CN,38.5131,114.9956,51.91,22,2,1.54,clear sky
684,Koutiala,ML,12.3917,-5.4642,100.27,13,68,3.51,broken clouds
685,Tessalit,ML,20.1986,1.0114,94.42,7,19,9.8,few clouds
686,Bereznik,RU,62.8551,42.7072,24.78,93,100,8.7,light snow
687,Marabba,SD,12.35,32.1833,90.03,15,100,8.12,overcast clouds
688,Shaowu,CN,27.3409,117.4831,53.4,98,100,2.37,overcast clouds
689,Great Yarmouth,GB,52.6083,1.7305,49.06,57,70,11.45,broken clouds
690,Storforshei,NO,66.4043,14.5233,26.38,39,0,4.61,clear sky
691,Tambo,PE,-14.8,-73.9167,47.66,64,100,1.45,overcast clouds
692,Nova Lima,BR,-19.9856,-43.8467,93.54,42,75,5.75,broken clouds
693,Kitimat,CA,54.0524,-128.6534,35.98,46,5,3.87,clear sky
694,Bose,IT,45.4612,8.0137,62.15,20,5,12.97,clear sky
695,Trabzon,TR,40.9167,39.8333,48.29,82,40,11.5,scattered clouds
696,Takhtamygda,RU,54.1,123.5667,14.7,98,50,1.88,scattered clouds
697,Uyemskiy,RU,64.4743,40.8524,24.85,46,0,4.47,clear sky
698,Magadan,RU,59.5667,150.8,10.72,96,100,6.04,overcast clouds
699,Ilhabela,BR,-23.7781,-45.3581,74.14,93,100,5.73,overcast clouds
700,Amuntai,ID,-2.4177,115.2494,75.07,97,97,1.99,light rain
701,Tabou,CI,4.423,-7.3528,83.23,73,100,9.51,light rain
702,Kiunga,PG,-6.1219,141.2906,74.28,100,100,3.87,heavy intensity rain
703,Wyndham,US,37.6985,-77.6125,57.97,88,100,1.99,mist
704,Sorland,NO,67.667,12.6934,33.66,59,22,6.4,few clouds
705,Bilma,NE,18.6853,12.9164,87.66,10,1,4.05,clear sky
706,San Buenaventura,MX,27.0833,-101.5333,79.48,28,95,3.94,overcast clouds
707,Shingu,JP,33.7333,135.9833,47.17,61,91,6.22,overcast clouds
708,Berdigestyakh,RU,62.0989,126.6992,28.47,93,100,11.95,overcast clouds
709,Svetlaya,RU,46.5389,138.3297,30.78,76,1,6.04,clear sky
710,Zhezkazgan,KZ,47.8043,67.7144,48.9,64,0,10.58,clear sky
711,Trat,TH,12.5,102.5,77.81,80,14,0.89,few clouds
712,Encruzilhada,BR,-15.5314,-40.9094,84.0,48,94,6.22,overcast clouds
713,Nichinan,JP,31.6,131.3667,55.08,69,100,5.44,overcast clouds
714,Gat,IL,31.61,34.7642,64.4,100,0,5.64,clear sky
715,Yambio,SS,4.5721,28.3955,82.4,50,51,5.84,broken clouds
